locus,GC_content,protein_length,similarity_to_effectors_vs_non_effectors,A_full_protein,A_N-terminus,C_full_protein,C_N-terminus,D_full_protein,D_N-terminus,E_full_protein,E_N-terminus,F_full_protein,F_N-terminus,G_full_protein,G_N-terminus,H_full_protein,H_N-terminus,I_full_protein,I_N-terminus,K_full_protein,K_N-terminus,L_full_protein,L_N-terminus,M_full_protein,M_N-terminus,N_full_protein,N_N-terminus,P_full_protein,P_N-terminus,Q_full_protein,Q_N-terminus,R_full_protein,R_N-terminus,S_full_protein,S_N-terminus,T_full_protein,T_N-terminus,V_full_protein,V_N-terminus,W_full_protein,W_N-terminus,Y_full_protein,Y_N-terminus,hydrophobicity_N-terminus_BLAS910101,amphiphilicity_N-terminus_MITS020101,hydrophilicity_N-terminus_KUHL950101,hydrophobicity_N-terminus_CIDH920105,homology_to_effectors_(bit_score),hits_to_effectors,homology_to_mammal_pathogens_effectors_(bit_score),hits_to_mammal_pathogens_effectors,homology_to_phytopathogens_effectors_(bit_score),hits_to_phytopathogens_effectors,SecYEG_existence_(SignalP),SecYEG_score_(SignalP),distance_from_closest_effector,effectors_in_closest_5_ORFs,effectors_in_closest_10_ORFs,effectors_in_closest_15_ORFs,effectors_in_closest_20_ORFs,effectors_in_closest_25_ORFs,effectors_in_closest_30_ORFs,is_effector
ACCM_2631,0.7318573185731857,270,0.013700349133236395,0.2259259259259259,0.12,0.018518518518518517,0.04,0.02962962962962963,0.04,0.014814814814814815,0.0,0.04444444444444445,0.12,0.1074074074074074,0.04,0.02962962962962963,0.04,0.022222222222222227,0.04,0.014814814814814815,0.0,0.15555555555555556,0.12,0.022222222222222227,0.04,0.0,0.0,0.037037037037037035,0.04,0.022222222222222227,0.08,0.05185185185185185,0.12,0.04444444444444445,0.0,0.04814814814814815,0.08,0.07407407407407407,0.08,0.025925925925925925,0.0,0.011111111111111113,0.0,0.5797999999999999,0.452,0.8423999999999999,0.268,0.0,0,0.0,0,0.0,0,0,0.19699999999999998,38,0,0,0,0,0,0,no
ACCM_2632,0.6893939393939394,527,0.02471237521472101,0.11954459203036052,0.12,0.007590132827324478,0.0,0.04933586337760911,0.08,0.06261859582542695,0.0,0.04554079696394687,0.0,0.08918406072106262,0.0,0.026565464895635674,0.0,0.04174573055028463,0.04,0.03415559772296015,0.12,0.09297912713472484,0.12,0.02087286527514232,0.04,0.026565464895635674,0.0,0.04174573055028463,0.12,0.04743833017077799,0.0,0.07590132827324478,0.04,0.04933586337760911,0.04,0.04933586337760911,0.16,0.09108159392789374,0.04,0.00189753320683112,0.0,0.026565464895635674,0.08,0.5656,0.9432,0.9004000000000001,0.06359999999999999,0.0,0,0.0,0,0.0,0,0,0.134,39,0,0,0,0,0,0,no
ACCM_2633,0.6888888888888889,149,0.005086544450232863,0.12751677852348994,0.08,0.026845637583892617,0.04,0.040268456375838924,0.0,0.060402684563758385,0.08,0.026845637583892617,0.04,0.11409395973154365,0.2,0.03355704697986577,0.0,0.04697986577181208,0.04,0.026845637583892617,0.0,0.053691275167785234,0.0,0.04697986577181208,0.08,0.020134228187919462,0.0,0.04697986577181208,0.0,0.006711409395973154,0.0,0.06711409395973154,0.04,0.060402684563758385,0.12,0.10067114093959732,0.2,0.0738255033557047,0.04,0.006711409395973154,0.04,0.013422818791946308,0.0,0.51808,0.4768,0.8684000000000001,-0.18600000000000005,0.0,0,0.0,0,0.0,0,0,0.221,40,0,0,0,0,0,0,no
ACCM_2634,0.7297734627831716,205,-0.005823819998889784,0.22439024390243906,0.24,0.004878048780487805,0.0,0.05365853658536585,0.08,0.05853658536585366,0.0,0.01951219512195122,0.04,0.05365853658536585,0.0,0.03414634146341464,0.0,0.01951219512195122,0.04,0.004878048780487805,0.04,0.1073170731707317,0.16,0.03902439024390244,0.04,0.01951219512195122,0.04,0.05853658536585366,0.08,0.05365853658536585,0.04,0.0975609756097561,0.12,0.03902439024390244,0.04,0.03902439024390244,0.04,0.05365853658536585,0.0,0.014634146341463415,0.0,0.004878048780487805,0.0,0.5282399999999999,0.4908,0.9152,0.051999999999999984,0.0,0,0.0,0,0.0,0,0,0.158,41,0,0,0,0,0,0,?
ACCM_2635,0.6164251207729469,344,-0.0005815414823674286,0.11046511627906977,0.28,0.0,0.0,0.04941860465116279,0.0,0.02616279069767442,0.0,0.0436046511627907,0.0,0.14534883720930233,0.04,0.011627906976744186,0.0,0.03197674418604651,0.04,0.04651162790697674,0.08,0.09302325581395347,0.12,0.01453488372093023,0.12,0.055232558139534885,0.0,0.017441860465116282,0.0,0.03197674418604651,0.04,0.0377906976744186,0.0,0.10174418604651164,0.16,0.06395348837209303,0.04,0.05813953488372092,0.08,0.008720930232558141,0.0,0.05232558139534884,0.0,0.6060800000000001,0.3436,0.7891999999999999,0.13040000000000002,0.0,0,0.0,0,0.0,0,1,0.934,42,0,0,0,0,0,0,?
ACCM_2636,0.6453333333333333,374,0.003296072727655849,0.11229946524064173,0.2,0.0,0.0,0.045454545454545456,0.0,0.02406417112299465,0.0,0.045454545454545456,0.08,0.1497326203208556,0.0,0.0106951871657754,0.0,0.03475935828877005,0.04,0.0481283422459893,0.08,0.06684491978609626,0.04,0.029411764705882356,0.08,0.045454545454545456,0.0,0.03475935828877005,0.08,0.050802139037433164,0.04,0.0481283422459893,0.04,0.053475935828877004,0.04,0.06684491978609626,0.16,0.053475935828877004,0.12,0.016042780748663103,0.0,0.06417112299465241,0.0,0.6126,0.4416,0.8108000000000001,0.1828,0.0,0,0.0,0,0.0,0,1,0.66,43,0,0,0,0,0,0,?
ACCM_2637,0.654434250764526,326,0.032619849738379364,0.11042944785276074,0.16,0.003067484662576687,0.0,0.030674846625766868,0.0,0.018404907975460124,0.0,0.07668711656441718,0.12,0.08282208588957055,0.0,0.02147239263803681,0.0,0.0736196319018405,0.16,0.015337423312883437,0.0,0.15950920245398773,0.12,0.033742331288343565,0.12,0.009202453987730062,0.0,0.03987730061349693,0.0,0.04294478527607362,0.04,0.05214723926380368,0.08,0.033742331288343565,0.04,0.05828220858895705,0.0,0.10429447852760736,0.16,0.018404907975460124,0.0,0.015337423312883437,0.0,0.72756,0.246,0.6984,0.7760000000000001,0.0,0,0.0,0,0.0,0,0,0.185,44,0,0,0,0,0,0,no
ACCM_2638,0.6987179487179487,415,0.01224854409963528,0.13493975903614458,0.36,0.012048192771084338,0.0,0.04578313253012048,0.0,0.05301204819277108,0.0,0.04096385542168675,0.04,0.1108433734939759,0.08,0.04096385542168675,0.04,0.05301204819277108,0.0,0.016867469879518072,0.04,0.07710843373493978,0.08,0.03855421686746988,0.04,0.01927710843373494,0.0,0.05060240963855422,0.12,0.033734939759036145,0.0,0.060240963855421686,0.12,0.060240963855421686,0.04,0.04819277108433735,0.0,0.07951807228915662,0.04,0.004819277108433735,0.0,0.01927710843373494,0.0,0.5573999999999999,0.4988,0.8416,0.0676,0.0,0,0.0,0,0.0,0,0,0.20600000000000002,45,0,0,0,0,0,0,no
ACCM_2639,0.6654016445287793,526,0.012712602922834354,0.1140684410646388,0.36,0.01140684410646388,0.04,0.06273764258555133,0.0,0.04372623574144487,0.0,0.04182509505703422,0.08,0.06844106463878327,0.08,0.013307984790874524,0.0,0.034220532319391636,0.04,0.04372623574144487,0.0,0.07984790874524715,0.08,0.034220532319391636,0.08,0.049429657794676805,0.04,0.053231939163498096,0.04,0.04182509505703422,0.0,0.0779467680608365,0.08,0.04372623574144487,0.04,0.060836501901140684,0.04,0.08365019011406842,0.0,0.013307984790874524,0.0,0.028517110266159693,0.0,0.6114799999999999,0.196,0.7951999999999999,0.188,0.0,0,0.0,0,0.0,0,1,0.75,46,0,0,0,0,0,0,no
ACCM_2640,0.6719409282700421,315,0.02604548770665359,0.1015873015873016,0.0,0.009523809523809523,0.0,0.04126984126984127,0.08,0.01904761904761905,0.0,0.0507936507936508,0.16,0.08888888888888889,0.0,0.009523809523809523,0.0,0.060317460317460325,0.0,0.015873015873015872,0.08,0.1365079365079365,0.08,0.022222222222222227,0.08,0.0253968253968254,0.04,0.05396825396825397,0.08,0.012698412698412698,0.0,0.06349206349206349,0.12,0.0761904761904762,0.08,0.057142857142857134,0.12,0.10793650793650794,0.04,0.028571428571428567,0.04,0.01904761904761905,0.0,0.5365199999999999,0.8648,0.916,0.1264,0.0,0,0.0,0,0.0,0,0,0.153,47,0,0,0,0,0,0,no
ACCM_2641,0.6986986986986987,332,0.014511313713248541,0.12650602409638553,0.04,0.018072289156626502,0.0,0.045180722891566265,0.08,0.06325301204819278,0.12,0.018072289156626502,0.04,0.08132530120481928,0.08,0.03313253012048193,0.0,0.0783132530120482,0.0,0.015060240963855422,0.0,0.0963855421686747,0.2,0.024096385542168683,0.04,0.02710843373493976,0.04,0.07530120481927711,0.04,0.04819277108433735,0.0,0.08433734939759037,0.12,0.03614457831325301,0.04,0.042168674698795185,0.04,0.07228915662650602,0.12,0.0030120481927710845,0.0,0.012048192771084338,0.0,0.4994799999999999,0.4464,0.9332,0.01999999999999997,0.0,0,0.0,0,0.0,0,0,0.11199999999999999,48,0,0,0,0,0,0,no
ACCM_2642,0.6900749063670412,355,0.008161633674443579,0.09859154929577464,0.2,0.016901408450704224,0.0,0.059154929577464786,0.04,0.05352112676056338,0.04,0.028169014084507043,0.0,0.07042253521126761,0.0,0.03098591549295775,0.08,0.04225352112676056,0.0,0.03098591549295775,0.04,0.10422535211267606,0.04,0.02253521126760564,0.04,0.03098591549295775,0.08,0.07042253521126761,0.12,0.04788732394366197,0.04,0.08732394366197183,0.0,0.04788732394366197,0.04,0.059154929577464786,0.16,0.07323943661971831,0.08,0.00563380281690141,0.0,0.01971830985915493,0.0,0.4844,0.3636,0.9152,-0.1812,0.0,0,0.0,0,0.0,0,0,0.11599999999999999,49,0,0,0,0,0,0,no
ACCM_2643,0.6709323583180987,546,-0.0007026071489466129,0.1813186813186813,0.12,0.0018315018315018317,0.0,0.0347985347985348,0.0,0.06043956043956044,0.0,0.02197802197802198,0.04,0.06776556776556776,0.12,0.01282051282051282,0.0,0.054945054945054944,0.08,0.020146520146520148,0.04,0.11172161172161173,0.32,0.016483516483516484,0.04,0.040293040293040296,0.0,0.016483516483516484,0.0,0.07326007326007326,0.08,0.06043956043956044,0.08,0.09157509157509157,0.0,0.05311355311355311,0.04,0.0695970695970696,0.04,0.0036630036630036634,0.0,0.007326007326007327,0.0,0.6631599999999999,0.4428,0.7652000000000001,0.3863999999999999,0.0,0,0.0,0,0.0,0,0,0.18,50,0,0,0,0,0,0,no
ACCM_2644,0.6985815602836879,281,0.012311707043199343,0.1423487544483986,0.12,0.014234875444839857,0.0,0.06405693950177936,0.0,0.028469750889679717,0.08,0.028469750889679717,0.0,0.0711743772241993,0.04,0.02491103202846975,0.0,0.0498220640569395,0.04,0.03202846975088968,0.0,0.099644128113879,0.2,0.02491103202846975,0.04,0.021352313167259787,0.0,0.039145907473309614,0.08,0.046263345195729534,0.12,0.08185053380782918,0.08,0.06761565836298933,0.08,0.05693950177935943,0.04,0.08185053380782918,0.08,0.0035587188612099642,0.0,0.021352313167259787,0.0,0.55296,0.4476000000000001,0.8811999999999999,0.028799999999999968,0.0,0,0.0,0,0.0,0,0,0.105,51,0,0,0,0,0,0,no
ACCM_2645,0.7102931152010906,488,0.010775923975449672,0.13934426229508196,0.08,0.004098360655737704,0.0,0.055327868852459015,0.08,0.07172131147540982,0.0,0.0430327868852459,0.12,0.0778688524590164,0.12,0.02868852459016393,0.0,0.0389344262295082,0.0,0.022540983606557374,0.04,0.10655737704918032,0.24,0.020491803278688527,0.04,0.020491803278688527,0.0,0.049180327868852465,0.04,0.030737704918032783,0.04,0.09631147540983606,0.04,0.0471311475409836,0.04,0.04098360655737705,0.04,0.06352459016393443,0.04,0.020491803278688527,0.04,0.022540983606557374,0.0,0.6377599999999999,0.5720000000000001,0.782,0.2612,0.0,0,32.7,1,0.0,0,0,0.132,52,0,0,0,0,0,0,no
ACCM_2646,0.6938202247191011,355,-0.007818838431142464,0.12112676056338027,0.12,0.016901408450704224,0.0,0.059154929577464786,0.12,0.04225352112676056,0.0,0.01971830985915493,0.04,0.06197183098591549,0.08,0.01971830985915493,0.0,0.05352112676056338,0.0,0.01971830985915493,0.04,0.08169014084507042,0.12,0.014084507042253518,0.04,0.02253521126760564,0.04,0.0647887323943662,0.0,0.04225352112676056,0.12,0.12112676056338027,0.04,0.0647887323943662,0.0,0.07042253521126761,0.12,0.05070422535211268,0.12,0.028169014084507043,0.0,0.02535211267605634,0.0,0.5039199999999999,0.3948,0.9076,-0.1084,0.0,0,0.0,0,0.0,0,0,0.102,53,0,0,0,0,0,0,no
ACCM_2647,0.7025948103792415,500,0.007807980365796822,0.132,0.2,0.002,0.0,0.057999999999999996,0.08,0.05,0.08,0.052000000000000005,0.16,0.106,0.04,0.036000000000000004,0.04,0.036000000000000004,0.0,0.018000000000000002,0.0,0.11,0.0,0.024,0.04,0.027999999999999997,0.0,0.05,0.08,0.038,0.08,0.076,0.12,0.048,0.04,0.052000000000000005,0.0,0.054000000000000006,0.04,0.02,0.0,0.01,0.0,0.46936000000000005,0.5536,0.9488,-0.07519999999999999,0.0,0,0.0,0,0.0,0,0,0.092,54,0,0,0,0,0,0,no
ACCM_2648,0.6501831501831502,545,0.020483594037536232,0.14311926605504588,0.2,0.0,0.0,0.06422018348623854,0.04,0.07889908256880734,0.08,0.01467889908256881,0.04,0.09908256880733947,0.12,0.0018348623853211012,0.0,0.06422018348623854,0.04,0.08256880733944955,0.04,0.08623853211009175,0.04,0.02935779816513762,0.08,0.040366972477064215,0.08,0.031192660550458717,0.0,0.02568807339449541,0.0,0.040366972477064215,0.08,0.03302752293577982,0.0,0.05504587155963303,0.0,0.09908256880733947,0.16,0.0,0.0,0.011009174311926606,0.0,0.52456,0.4444,0.8683999999999998,0.0964,0.0,0,0.0,0,0.0,0,0,0.11199999999999999,55,0,0,0,0,0,0,no
ACCM_2649,0.6116838487972509,96,0.018347404647652662,0.052083333333333336,0.04,0.0,0.0,0.08333333333333333,0.04,0.07291666666666667,0.08,0.02083333333333333,0.0,0.09375,0.04,0.010416666666666666,0.04,0.04166666666666666,0.12,0.10416666666666667,0.04,0.09375,0.08,0.02083333333333333,0.04,0.03125,0.0,0.04166666666666666,0.04,0.02083333333333333,0.0,0.04166666666666666,0.12,0.0625,0.12,0.04166666666666666,0.12,0.15625,0.08,0.0,0.0,0.010416666666666666,0.0,0.4768,0.6003999999999999,0.9436,0.0059999999999999784,0.0,0,0.0,0,0.0,0,0,0.134,56,0,0,0,0,0,0,no
ACCM_2651,0.6209677419354839,123,0.020093573875228005,0.15447154471544716,0.16,0.0,0.0,0.06504065040650407,0.0,0.032520325203252036,0.0,0.024390243902439025,0.0,0.04878048780487805,0.08,0.024390243902439025,0.0,0.06504065040650407,0.12,0.008130081300813009,0.0,0.21138211382113825,0.24,0.032520325203252036,0.08,0.024390243902439025,0.0,0.032520325203252036,0.0,0.016260162601626018,0.04,0.0975609756097561,0.08,0.024390243902439025,0.04,0.024390243902439025,0.08,0.07317073170731707,0.04,0.016260162601626018,0.0,0.024390243902439025,0.04,0.6657599999999999,0.4484,0.7812,0.4216,0.0,0,0.0,0,0.0,0,0,0.086,57,0,0,0,0,0,0,?
ACCM_2652,0.647562582345191,505,0.023044597988811484,0.11683168316831685,0.08,0.015841584158415842,0.04,0.07128712871287128,0.0,0.05346534653465346,0.0,0.02178217821782178,0.0,0.09306930693069307,0.12,0.031683168316831684,0.0,0.037623762376237616,0.0,0.015841584158415842,0.0,0.10099009900990101,0.24,0.023762376237623763,0.04,0.023762376237623763,0.0,0.061386138613861385,0.12,0.033663366336633666,0.0,0.07524752475247523,0.08,0.045544554455445536,0.04,0.03564356435643564,0.04,0.099009900990099,0.16,0.01782178217821782,0.04,0.02574257425742574,0.0,0.6772399999999998,0.4732,0.7276,0.3852,0.0,0,0.0,0,0.0,0,0,0.35,58,0,0,0,0,0,0,no
ACCM_2653,0.6220169361046959,432,0.021674503221938188,0.0925925925925926,0.12,0.02083333333333333,0.0,0.05787037037037038,0.0,0.06712962962962964,0.08,0.034722222222222224,0.04,0.0787037037037037,0.12,0.023148148148148147,0.0,0.05555555555555555,0.08,0.037037037037037035,0.0,0.08101851851851853,0.16,0.018518518518518517,0.08,0.04398148148148148,0.08,0.050925925925925916,0.04,0.023148148148148147,0.0,0.06481481481481481,0.0,0.050925925925925916,0.0,0.05787037037037038,0.04,0.1087962962962963,0.12,0.006944444444444444,0.0,0.025462962962962958,0.04,0.6623600000000001,0.304,0.7568000000000003,0.3604,0.0,0,0.0,0,0.0,0,0,0.132,59,0,0,0,0,0,0,no
ACCM_2654,0.5867944621938233,312,0.005483458522076587,0.08974358974358974,0.2,0.01282051282051282,0.0,0.07051282051282051,0.04,0.07051282051282051,0.0,0.05128205128205128,0.04,0.0641025641025641,0.12,0.04166666666666666,0.04,0.07371794871794872,0.12,0.04807692307692308,0.08,0.09294871794871797,0.04,0.01282051282051282,0.08,0.02884615384615385,0.04,0.04166666666666666,0.04,0.02243589743589744,0.0,0.08333333333333333,0.08,0.05128205128205128,0.0,0.04807692307692308,0.04,0.04807692307692308,0.0,0.009615384615384616,0.0,0.038461538461538464,0.04,0.5546799999999998,0.75,0.8536,0.1864,0.0,0,0.0,0,0.0,0,0,0.124,60,0,0,0,0,0,0,no
ACCM_2655,0.6156462585034014,195,0.018133596209140183,0.12307692307692307,0.2,0.02564102564102564,0.0,0.04615384615384616,0.04,0.04102564102564103,0.08,0.02564102564102564,0.0,0.1076923076923077,0.12,0.015384615384615384,0.04,0.061538461538461535,0.12,0.010256410256410256,0.0,0.035897435897435895,0.04,0.020512820512820516,0.0,0.05641025641025641,0.0,0.04615384615384616,0.08,0.035897435897435895,0.04,0.08717948717948718,0.0,0.030769230769230767,0.0,0.061538461538461535,0.16,0.11794871794871795,0.08,0.015384615384615384,0.0,0.035897435897435895,0.0,0.55028,0.2096,0.8375999999999999,-0.03560000000000002,0.0,0,0.0,0,0.0,0,0,0.105,61,0,0,0,0,0,0,no
ACCM_2656,0.6012820512820513,259,0.0127728368586804,0.11196911196911197,0.08,0.015444015444015444,0.0,0.0694980694980695,0.08,0.054054054054054064,0.12,0.03861003861003861,0.04,0.10424710424710423,0.04,0.02316602316602316,0.0,0.07722007722007722,0.08,0.03474903474903475,0.08,0.08494208494208494,0.12,0.03474903474903475,0.04,0.015444015444015444,0.0,0.04633204633204633,0.04,0.03861003861003861,0.04,0.057915057915057924,0.12,0.03474903474903475,0.0,0.07335907335907338,0.04,0.05019305019305019,0.04,0.003861003861003861,0.0,0.03088803088803089,0.04,0.48216,0.9924,0.9768,0.0532,0.0,0,0.0,0,0.0,0,0,0.09699999999999999,62,0,0,0,0,0,0,no
ACCM_2657,0.5608465608465608,314,0.018348007154060084,0.09554140127388536,0.04,0.012738853503184714,0.0,0.06687898089171974,0.04,0.0732484076433121,0.08,0.022292993630573247,0.08,0.08917197452229299,0.12,0.025477707006369428,0.04,0.06687898089171974,0.04,0.03184713375796178,0.04,0.09235668789808917,0.04,0.03503184713375796,0.08,0.03503184713375796,0.04,0.04777070063694268,0.08,0.022292993630573247,0.08,0.0732484076433121,0.0,0.044585987261146494,0.08,0.04777070063694268,0.0,0.07961783439490445,0.08,0.009554140127388536,0.0,0.028662420382165606,0.04,0.5380400000000001,0.6088,0.8571999999999999,0.003199999999999985,0.0,0,0.0,0,0.0,0,0,0.099,63,0,0,0,0,0,0,no
ACCM_2658,0.4840357598978289,260,0.02610682547888901,0.06923076923076922,0.12,0.003846153846153847,0.0,0.019230769230769232,0.04,0.02307692307692308,0.0,0.06538461538461539,0.0,0.07307692307692308,0.0,0.026923076923076925,0.08,0.13076923076923078,0.16,0.02307692307692308,0.04,0.1576923076923077,0.08,0.05,0.04,0.02307692307692308,0.04,0.04230769230769231,0.0,0.015384615384615384,0.0,0.026923076923076925,0.08,0.05384615384615385,0.04,0.03461538461538462,0.08,0.09615384615384616,0.12,0.02307692307692308,0.08,0.04230769230769231,0.0,0.58444,1.0132,0.8328,0.4936,0.0,0,0.0,0,0.0,0,0,0.129,64,0,0,0,0,0,0,?
ACCM_2659,0.5310924369747899,594,0.007234000019594955,0.09090909090909093,0.04,0.011784511784511785,0.04,0.058922558922558925,0.08,0.07407407407407407,0.0,0.037037037037037035,0.0,0.08585858585858586,0.0,0.021885521885521887,0.0,0.06565656565656566,0.0,0.045454545454545456,0.12,0.09090909090909093,0.12,0.030303030303030307,0.12,0.020202020202020204,0.04,0.04208754208754209,0.04,0.040404040404040414,0.0,0.06565656565656566,0.12,0.0723905723905724,0.08,0.03872053872053872,0.0,0.06734006734006734,0.08,0.008417508417508417,0.0,0.03198653198653199,0.12,0.52796,1.3416,0.9456,0.2172,0.0,0,0.0,0,0.0,0,0,0.134,65,0,0,0,0,0,0,no
ACCM_2660,0.519808743169399,487,0.0056369177497835035,0.08213552361396304,0.04,0.024640657084188916,0.0,0.05954825462012321,0.12,0.10061601642710473,0.0,0.03490759753593429,0.04,0.061601642710472276,0.04,0.018480492813141684,0.0,0.053388090349075976,0.08,0.04106776180698152,0.04,0.09650924024640656,0.08,0.018480492813141684,0.08,0.026694045174537988,0.0,0.0513347022587269,0.04,0.04106776180698152,0.12,0.06570841889117042,0.08,0.07186858316221766,0.04,0.018480492813141684,0.0,0.08008213552361396,0.08,0.006160164271047228,0.04,0.04722792607802875,0.08,0.5537199999999999,1.1747999999999998,0.904,0.2372,0.0,0,0.0,0,0.0,0,0,0.102,66,0,0,0,0,0,0,no
ACCM_2661,0.4987080103359173,386,0.017749294066418134,0.07772020725388601,0.12,0.01295336787564767,0.0,0.054404145077720206,0.08,0.04145077720207254,0.04,0.05958549222797928,0.04,0.08290155440414508,0.12,0.031088082901554407,0.08,0.049222797927461134,0.04,0.049222797927461134,0.04,0.0932642487046632,0.04,0.023316062176165803,0.04,0.031088082901554407,0.0,0.04404145077720207,0.08,0.02590673575129533,0.04,0.07253886010362694,0.08,0.06735751295336788,0.0,0.04404145077720207,0.0,0.09844559585492227,0.08,0.01295336787564767,0.0,0.028497409326424868,0.08,0.5108,0.9644,0.9008,0.08839999999999999,0.0,0,0.0,0,0.0,0,0,0.09699999999999999,67,0,0,0,0,0,0,no
ACCM_2662,0.4963144963144963,406,0.012857687455771302,0.09359605911330048,0.08,0.012315270935960592,0.0,0.06403940886699508,0.08,0.054187192118226604,0.04,0.04679802955665025,0.0,0.056650246305418726,0.0,0.03201970443349754,0.04,0.07881773399014777,0.2,0.04433497536945813,0.04,0.0812807881773399,0.12,0.027093596059113302,0.12,0.039408866995073885,0.04,0.036945812807881784,0.0,0.029556650246305417,0.04,0.07389162561576355,0.08,0.061576354679802964,0.0,0.024630541871921183,0.12,0.0812807881773399,0.0,0.014778325123152709,0.0,0.04679802955665025,0.0,0.53496,0.5015999999999999,0.9003999999999999,0.2848,0.0,0,0.0,0,0.0,0,0,0.102,68,0,0,0,0,0,0,no
ACCM_2663,0.5414046121593291,635,0.008920211816857052,0.08503937007874016,0.08,0.012598425196850394,0.04,0.07086614173228346,0.04,0.05669291338582678,0.08,0.06299212598425198,0.04,0.08661417322834647,0.12,0.023622047244094488,0.0,0.047244094488188976,0.08,0.047244094488188976,0.0,0.08661417322834647,0.04,0.026771653543307086,0.08,0.023622047244094488,0.04,0.04094488188976378,0.04,0.03779527559055118,0.0,0.06299212598425198,0.08,0.06614173228346458,0.08,0.03464566929133858,0.0,0.07244094488188976,0.12,0.014173228346456691,0.04,0.04094488188976378,0.0,0.5540799999999999,0.5748000000000001,0.8388000000000001,0.1864,0.0,0,0.0,0,0.0,0,0,0.156,69,0,0,0,0,0,0,no
ACCM_2664,0.5348837209302325,429,0.01503078053281459,0.08158508158508157,0.04,0.018648018648018648,0.0,0.0675990675990676,0.16,0.053613053613053616,0.04,0.04195804195804196,0.0,0.06526806526806526,0.04,0.02097902097902098,0.04,0.05827505827505827,0.04,0.03263403263403263,0.04,0.10256410256410256,0.12,0.02097902097902098,0.04,0.03263403263403263,0.04,0.05594405594405594,0.08,0.03263403263403263,0.0,0.08857808857808858,0.12,0.06526806526806526,0.04,0.023310023310023312,0.04,0.09324009324009323,0.12,0.018648018648018648,0.0,0.02564102564102564,0.0,0.44688,0.5496,0.9644,-0.02240000000000004,0.0,0,0.0,0,0.0,0,0,0.10300000000000001,70,0,0,0,0,0,0,?
ACCM_2665,0.6135593220338983,589,7.143540368838297e-05,0.10016977928692698,0.08,0.011884550084889645,0.0,0.06281833616298811,0.08,0.057724957555178265,0.04,0.042444821731748725,0.0,0.08828522920203735,0.2,0.035653650254668934,0.08,0.03056027164685908,0.04,0.01867572156196944,0.04,0.10865874363327674,0.12,0.027164685908319185,0.04,0.01697792869269949,0.0,0.049235993208828516,0.0,0.03056027164685908,0.04,0.09507640067911714,0.08,0.06451612903225806,0.04,0.03735144312393888,0.04,0.05432937181663837,0.04,0.035653650254668934,0.04,0.03225806451612903,0.0,0.4688800000000001,0.8367999999999999,0.9044,-0.06719999999999997,0.0,0,0.0,0,0.0,0,0,0.10099999999999999,71,0,0,0,0,0,0,no
ACCM_2667,0.6525945470536499,378,0.008479187476096377,0.11904761904761905,0.08,0.01058201058201058,0.0,0.05555555555555555,0.04,0.031746031746031744,0.0,0.031746031746031744,0.04,0.09788359788359788,0.12,0.015873015873015872,0.04,0.0291005291005291,0.08,0.015873015873015872,0.04,0.11375661375661375,0.12,0.023809523809523808,0.04,0.021164021164021163,0.0,0.07142857142857142,0.0,0.05026455026455026,0.08,0.10052910052910052,0.04,0.05026455026455026,0.12,0.023809523809523808,0.08,0.07142857142857142,0.04,0.03439153439153439,0.0,0.031746031746031744,0.04,0.55392,0.6052,0.8544000000000002,0.040399999999999964,0.0,0,0.0,0,0.0,0,0,0.132,72,0,0,0,0,0,0,?
ACCM_2668,0.6396396396396397,369,0.01984870326299628,0.13008130081300814,0.12,0.016260162601626018,0.0,0.03523035230352303,0.08,0.059620596205962065,0.04,0.04065040650406504,0.04,0.07317073170731707,0.12,0.021680216802168018,0.04,0.027100271002710032,0.04,0.010840108401084009,0.0,0.0975609756097561,0.08,0.027100271002710032,0.08,0.013550135501355014,0.0,0.059620596205962065,0.0,0.032520325203252036,0.04,0.1002710027100271,0.08,0.04878048780487805,0.08,0.037940379403794036,0.04,0.10298102981029812,0.04,0.018970189701897015,0.0,0.04607046070460705,0.08,0.5169600000000001,0.7595999999999999,0.9124,0.033599999999999984,0.0,0,0.0,0,0.0,0,0,0.126,73,0,0,0,0,0,0,?
ACCM_2669,0.6476655808903365,613,0.01976263480206084,0.12561174551386622,0.08,0.013050570962479607,0.0,0.048939641109298535,0.0,0.04404567699836868,0.08,0.030995106035889067,0.12,0.061990212071778135,0.12,0.03752039151712888,0.08,0.048939641109298535,0.08,0.02283849918433932,0.04,0.13539967373572595,0.16,0.01631321370309951,0.08,0.011419249592169658,0.0,0.05546492659053834,0.08,0.04241435562805873,0.0,0.09135399673735728,0.04,0.048939641109298535,0.0,0.04404567699836868,0.0,0.0766721044045677,0.04,0.01957585644371941,0.0,0.024469820554649267,0.0,0.6325999999999999,0.4624,0.7584000000000002,0.4092,0.0,0,0.0,0,0.0,0,0,0.163,74,0,0,0,0,0,0,no
